"slug","english_title","chinese_name","review_state","pack_count","packs","modrinth_url"
"ding","Ding","","unreviewed","2","create_plus;create-stratus-terra-forge","https://modrinth.com/mod/ding"
"does-it-tick","Does It Tick?","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/does-it-tick"
"dungeons-and-taverns","Dungeons and Taverns","","unreviewed","2","create-stratus-terra-forge;nonagon","https://modrinth.com/mod/dungeons-and-taverns"
"durability-tooltip","Durability Tooltip","","unreviewed","2","create_plus;zombie-invade-100-days","https://modrinth.com/mod/durability-tooltip"
"dynamic-trim","Dynamic Trim","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/dynamic-trim"
"dynamiccrosshair","Dynamic Crosshair","","unreviewed","2","cobblemon-fabric;pokemon-elysium","https://modrinth.com/mod/dynamiccrosshair"
"e4mc","e4mc","","unreviewed","2","fabulously-optimized;create_plus","https://modrinth.com/mod/e4mc"
"early-bedtime","Early Bedtime","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/early-bedtime"
"easy-magic","Easy Magic","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/easy-magic"
"ebe","Enhanced Block Entities","","unreviewed","2","slimes-adventure;pokemon-elysium","https://modrinth.com/mod/ebe"
"emi-enchanting","EMI Enchanting","","unreviewed","2","cobblemon-fabric;prominence-2-fabric","https://modrinth.com/mod/emi-enchanting"
"emi-ores","EMI Ores","","unreviewed","2","cobblemon-fabric;prominence-2-fabric","https://modrinth.com/mod/emi-ores"
"emi-professions-(emip)","EMI professions (EMIP)","","unreviewed","2","cobblemon-fabric;prominence-2-fabric","https://modrinth.com/mod/emi-professions-(emip)"
"emitrades","EMI Trades","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/emitrades"
"enders-delight","Ender's Delight","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/enders-delight"
"endrem","End Remastered","","unreviewed","2","prominence-2-fabric;create-stratus-terra-forge","https://modrinth.com/mod/endrem"
"epherolib","EpheroLib","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/epherolib"
"expanded-delight","Expanded Delight","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/expanded-delight"
"extra-mod-integrations","EMI Addon: Extra Mod Integrations","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/extra-mod-integrations"
"extreme_sound_muffler","Extreme sound muffler","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/extreme_sound_muffler"
"farmers-knives","Farmer's Knives","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/farmers-knives"
"faster-random","Faster Random","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/faster-random"
"fastload","Fastload","","unreviewed","2","create_plus;zombie-invade-100-days","https://modrinth.com/mod/fastload"
"faux-custom-entity-data","Faux Custom Entity Data","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/faux-custom-entity-data"
"feytweaks","FeyTweaks","","unreviewed","2","create_plus;pokemon-elysium","https://modrinth.com/mod/feytweaks"
"flw-vanillin","Vanillin","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/flw-vanillin"
"foolproof","Foolproof","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/foolproof"
"formations","Formations (Structure Library)","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/formations"
"formations-nether","Formations Nether","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/formations-nether"
"formations-overworld","Formations Overworld","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/formations-overworld"
"friends-and-foes","Friends&Foes (Fabric/Quilt)","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/friends-and-foes"
"friends-and-foes-forge","Friends&Foes (Forge/NeoForge)","","unreviewed","2","create_plus;better-mc-forge-bmc4","https://modrinth.com/mod/friends-and-foes-forge"
"ftb-quests-freeze-fix","FTB Quests Freeze Fix","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/ftb-quests-freeze-fix"
"fwaystones","Wraith Waystones","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/fwaystones"
"globalpacks","Global Packs","","unreviewed","2","cobbleverse;zombie-invade-100-days","https://modrinth.com/mod/globalpacks"
"gravestone-mod","GraveStone Mod","墓碑 (Gravestone Mod)","curated","2","zombie-invade-100-days;create-stratus-terra-forge","https://modrinth.com/mod/gravestone-mod"
"guard-villagers","Guard Villagers","","unreviewed","2","zombie-invade-100-days;better-mc-forge-bmc4","https://modrinth.com/mod/guard-villagers"
"hearth-and-home","Hearth & Home","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/hearth-and-home"
"ichunutil","iChunUtil","","unreviewed","2","create_plus;create-stratus-terra-forge","https://modrinth.com/mod/ichunutil"
"illager-invasion","Illager Invasion","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/illager-invasion"
"immersive-armor-hud","Immersive Armor HUD","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/immersive-armor-hud"
"immersive-armors","Immersive Armors","","unreviewed","2","create-stratus-terra-forge;pokemon-elysium","https://modrinth.com/mod/immersive-armors"
"immersive-melodies","Immersive Melodies","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/immersive-melodies"
"immersive-tips","Immersive Tips","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/immersive-tips"
"improved-village-placement","Improved Village Placement","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/improved-village-placement"
"integrated-api","Integrated API","","unreviewed","2","prominence-2-fabric;create-stratus-terra-forge","https://modrinth.com/mod/integrated-api"
"integrated-stronghold","Integrated Stronghold","","unreviewed","2","prominence-2-fabric;create-stratus-terra-forge","https://modrinth.com/mod/integrated-stronghold"
"integrated-villages","Integrated Villages","","unreviewed","2","prominence-2-fabric;create-stratus-terra-forge","https://modrinth.com/mod/integrated-villages"
"interiors","Create: Interiors","","unreviewed","2","create_plus;create-stratus-terra-forge","https://modrinth.com/mod/interiors"
"iris-shader-folder","Iris/Oculus Shader Folder","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/iris-shader-folder"
"item-obliterator","Item Obliterator","","unreviewed","2","prominence-2-fabric;create_plus","https://modrinth.com/mod/item-obliterator"
"itemlocks","ItemLocks","","unreviewed","2","prominence-2-fabric;create_plus","https://modrinth.com/mod/itemlocks"
"ixeris","Ixeris","","unreviewed","2","fabulously-optimized;better-mc-forge-bmc4","https://modrinth.com/mod/ixeris"
"jamlib","JamLib","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/jamlib"
"just-enough-professions-jep","Just Enough Professions (JEP)","","unreviewed","2","create-stratus-terra-forge;better-mc-forge-bmc4","https://modrinth.com/mod/just-enough-professions-jep"
"just-zoom","Just Zoom","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/just-zoom"
"justenoughbreeding","Just Enough Breeding (JEBr)","","unreviewed","2","create-stratus-terra-forge;better-mc-forge-bmc4","https://modrinth.com/mod/justenoughbreeding"
"kambrik","Kambrik","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/kambrik"
"kubejs","KubeJS","","unreviewed","2","zombie-invade-100-days;create-stratus-terra-forge","https://modrinth.com/mod/kubejs"
"legendary-tooltips","Legendary Tooltips","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/legendary-tooltips"
"lmd","Let Me Despawn","","unreviewed","2","cobblemon-fabric;zombie-invade-100-days","https://modrinth.com/mod/lmd"
"longer-chat-history","Longer Chat History","","unreviewed","2","create-stratus-terra-forge;better-mc-forge-bmc4","https://modrinth.com/mod/longer-chat-history"
"luna","Luna","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/luna"
"macaws-bridges","Macaw's Bridges","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-bridges"
"macaws-doors","Macaw's Doors","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-doors"
"macaws-fences-and-walls","Macaw's Fences and Walls","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-fences-and-walls"
"macaws-furniture","Macaw's Furniture","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-furniture"
"macaws-holidays","Macaw's Holidays","","unreviewed","2","prominence-2-fabric;nonagon","https://modrinth.com/mod/macaws-holidays"
"macaws-lights-and-lamps","Macaw's Lights and Lamps","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-lights-and-lamps"
"macaws-roofs","Macaw's Roofs","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-roofs"
"macaws-trapdoors","Macaw's Trapdoors","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-trapdoors"
"macaws-windows","Macaw's Windows","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/macaws-windows"
"map-distance-fix","Map Distance Fix","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/map-distance-fix"
"mcda","MC Dungeons Armors","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/mcda"
"mining-speed-tooltips","Mining Speed Tooltips","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/mining-speed-tooltips"
"misctweaks","MiscTweaks","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/misctweaks"
"mmv-moogs-missing-villages","MMV - Moog's Missing Villages","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/mmv-moogs-missing-villages"
"morechathistory","More Chat History","更多聊天记录 (More Chat History)","extended","2","fabulously-optimized;pokemon-elysium","https://modrinth.com/mod/morechathistory"
"mousetweaks-x-accessories-fix","MouseTweaks x Accessories Fix","","unreviewed","2","prominence-2-fabric;slimes-adventure","https://modrinth.com/mod/mousetweaks-x-accessories-fix"
"my-nethers-delight","My Nether's Delight","","unreviewed","2","create_plus;better-mc-forge-bmc4","https://modrinth.com/mod/my-nethers-delight"
"nether-chested","Nether Chested","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/nether-chested"
"night-config-fixes","Night Config Fixes","","unreviewed","2","prominence-2-fabric;better-mc-forge-bmc4","https://modrinth.com/mod/night-config-fixes"
"notenoughcrashes","Not Enough Crashes","","unreviewed","2","cobbleverse;create-stratus-terra-forge","https://modrinth.com/mod/notenoughcrashes"
"notenoughrecipebook","Not Enough Recipe Book [NERB]","","unreviewed","2","prominence-2-fabric;create_plus","https://modrinth.com/mod/notenoughrecipebook"
"nuit","Nuit","","unreviewed","2","nonagon;pokemon-elysium","https://modrinth.com/mod/nuit"
"optigui","OptiGUI","","unreviewed","2","fabulously-optimized;pokemon-elysium","https://modrinth.com/mod/optigui"
"overflowing-bars","Overflowing Bars","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/overflowing-bars"
"pack-analytics","Pack Analytics","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/pack-analytics"
"paginatedadvancements","Paginated Advancements & Custom Frames","","unreviewed","2","fabulously-optimized;cobbleverse","https://modrinth.com/mod/paginatedadvancements"
"particle-effects","Particle Effects","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/particle-effects"
"particle-rain","Particle Rain","","unreviewed","2","cobblemon-fabric;cobbleverse","https://modrinth.com/mod/particle-rain"
"particular","Particular ✨","","unreviewed","2","cobblemon-fabric;cobbleverse","https://modrinth.com/mod/particular"
"passengersportalfix","Passengers Portal Fix","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/passengersportalfix"
"pehkui","Pehkui","","unreviewed","2","prominence-2-fabric;create_plus","https://modrinth.com/mod/pehkui"
"polytone","Polytone","","unreviewed","2","fabulously-optimized;barces-vanilla-experience","https://modrinth.com/mod/polytone"
"prism-lib","Prism","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/prism-lib"
"promenade","Promenade","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/promenade"
"quartz-elevator","Quartz Elevator","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/quartz-elevator"
"reacharound","Reacharound","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/reacharound"
"rechiseled-create","Rechiseled: Create","","unreviewed","2","create_plus;pokemon-elysium","https://modrinth.com/mod/rechiseled-create"
"rei","Roughly Enough Items (REI)","REI 物品管理器 (Roughly Enough Items)","curated","2","cobbleverse;better-mc-fabric-bmc2","https://modrinth.com/mod/rei"
"reintegrated-chipped","Reintegrated: Chipped","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/reintegrated-chipped"
"repurposed-structures-fabric","Repurposed Structures - Fabric","","unreviewed","2","cobbleverse;better-mc-fabric-bmc2","https://modrinth.com/mod/repurposed-structures-fabric"
"rhino","Rhino","","unreviewed","2","zombie-invade-100-days;create-stratus-terra-forge","https://modrinth.com/mod/rhino"
"saturn","Saturn","","unreviewed","2","create_plus;create-stratus-terra-forge","https://modrinth.com/mod/saturn"
"server-tab-info"," Server Tab Info","","unreviewed","2","create_plus;create-stratus-terra-forge","https://modrinth.com/mod/server-tab-info"
"shulkerboxtooltip","Shulker Box Tooltip","潜影盒提示 (Shulker Box Tooltip)","extended","2","cobblemon-fabric;barces-vanilla-experience","https://modrinth.com/mod/shulkerboxtooltip"
"simply-swords","Simply Swords","","unreviewed","2","prominence-2-fabric;slimes-adventure","https://modrinth.com/mod/simply-swords"
"simply-tooltips","Simply Tooltips","","unreviewed","2","prominence-2-fabric;slimes-adventure","https://modrinth.com/mod/simply-tooltips"
"skeleton-ai-fix","Skeleton AI Fix","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/skeleton-ai-fix"
"smartbrainlib","SmartBrainLib","","unreviewed","2","prominence-2-fabric;slimes-adventure","https://modrinth.com/mod/smartbrainlib"
"sodium-extras","Sodium Extras","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/sodium-extras"
"sodium-options-mod-compat","Sodium Options Mod Compat","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/sodium-options-mod-compat"
"sodium-shadowy-path-blocks","Sodium Shadowy Path Blocks (SSPB)","","unreviewed","2","fabulously-optimized;cobblemon-fabric","https://modrinth.com/mod/sodium-shadowy-path-blocks"
"sophisticated-backpacks","Sophisticated Backpacks","","unreviewed","2","create_plus;zombie-invade-100-days","https://modrinth.com/mod/sophisticated-backpacks"
"sophisticated-core","Sophisticated Core","","unreviewed","2","create_plus;zombie-invade-100-days","https://modrinth.com/mod/sophisticated-core"
"sparsestructures","Sparse Structures","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/sparsestructures"
"spawners_plus","Spawners+","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/spawners_plus"
"stackdeobf","StackDeobfuscator","","unreviewed","2","cobbleverse;prominence-2-fabric","https://modrinth.com/mod/stackdeobf"
"starlight","Starlight (Fabric)","星光 (Starlight)","curated","2","better-mc-fabric-bmc2;pokemon-elysium","https://modrinth.com/mod/starlight"
"stendhal","Stendhal","","unreviewed","2","cobblemon-fabric;pokemon-elysium","https://modrinth.com/mod/stendhal"
"stony-cliffs-are-cool","Stony Cliffs Are Cool","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/stony-cliffs-are-cool"
"structory","Structory","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/structory"
"structory-towers","Structory: Towers","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/structory-towers"
"stylish-effects","Stylish Effects","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/stylish-effects"
"subtle-effects","Subtle Effects","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/subtle-effects"
"supplementaries-squared","Supplementaries Squared","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/supplementaries-squared"
"terralith","Terralith","","unreviewed","2","slimes-adventure;nonagon","https://modrinth.com/mod/terralith"
"the-bumblezone-fabric","The Bumblezone - Fabric","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/the-bumblezone-fabric"
"thermoo","Thermoo","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/thermoo"
"things","Things","","unreviewed","2","prominence-2-fabric;pokemon-elysium","https://modrinth.com/mod/things"
"too-fast","Too Fast","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/too-fast"
"tool-stats","Tool Stats","","unreviewed","2","better-mc-fabric-bmc2;pokemon-elysium","https://modrinth.com/mod/tool-stats"
"tooltipfix","ToolTipFix","","unreviewed","2","cobblemon-fabric;cobbleverse","https://modrinth.com/mod/tooltipfix"
"underlay","Underlay","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/underlay"
"unilib","UniLib","","unreviewed","2","cobblemon-fabric;create_plus","https://modrinth.com/mod/unilib"
"universal-sawmill","Sawmill","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/universal-sawmill"
"valhelsia-core","Valhelsia Core","","unreviewed","2","create-stratus-terra-forge;pokemon-elysium","https://modrinth.com/mod/valhelsia-core"
"valhelsia-furniture","Valhelsia Furniture","","unreviewed","2","create-stratus-terra-forge;pokemon-elysium","https://modrinth.com/mod/valhelsia-furniture"
"villages-and-pillages","Villages&Pillages","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/villages-and-pillages"
"visuality-forge","Visuality: Reforged","","unreviewed","2","create_plus;create-stratus-terra-forge","https://modrinth.com/mod/visuality-forge"
"wavey-capes","Wavey Capes","","unreviewed","2","create_plus;pokemon-elysium","https://modrinth.com/mod/wavey-capes"
"winterly","Winterly","","unreviewed","2","prominence-2-fabric;better-mc-fabric-bmc2","https://modrinth.com/mod/winterly"
"wither-spawn-fix","Wither Spawn Fix","","unreviewed","2","prominence-2-fabric;better-mc-forge-bmc4","https://modrinth.com/mod/wither-spawn-fix"
"world-play-time","World Play Time","","unreviewed","2","better-mc-fabric-bmc2;better-mc-forge-bmc4","https://modrinth.com/mod/world-play-time"
"xaero-zoomout","Xaero Zoomout","","unreviewed","2","zombie-invade-100-days;create-stratus-terra-forge","https://modrinth.com/mod/xaero-zoomout"
"yungs-cave-biomes","YUNG's Cave Biomes","","unreviewed","2","slimes-adventure;better-mc-forge-bmc4","https://modrinth.com/mod/yungs-cave-biomes"
"zfastnoise","Fast Noise","","unreviewed","2","cobbleverse;distant-horizons-iris-shaders","https://modrinth.com/mod/zfastnoise"
"zume","Zume","","unreviewed","2","create_plus;zombie-invade-100-days","https://modrinth.com/mod/zume"
"5head","FiveHead","","unreviewed","1","create_plus","https://modrinth.com/mod/5head"
"aaa-particles","AAA Particles","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/aaa-particles"
"abnormals-delight","Abnormals Delight","","unreviewed","1","create_plus","https://modrinth.com/mod/abnormals-delight"
"accessorify","Accessorify","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/accessorify"
"ad-astra","Ad Astra","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ad-astra"
"ad-astra-giselle-addon","Ad-Astra: Giselle Addon","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ad-astra-giselle-addon"
"adaptive-tooltips","Adaptive Tooltips","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/adaptive-tooltips"
"additional-banners","Additional Banners","","unreviewed","1","create_plus","https://modrinth.com/mod/additional-banners"
"additional-structures","Additional Structures","","unreviewed","1","nonagon","https://modrinth.com/mod/additional-structures"
"addonslib","AddonsLib","","unreviewed","1","nonagon","https://modrinth.com/mod/addonslib"
"advancement-frames","Advancement Frames","","unreviewed","1","create_plus","https://modrinth.com/mod/advancement-frames"
"advancementdisable","Advancement Disable","","unreviewed","1","cobbleverse","https://modrinth.com/mod/advancementdisable"
"advancementinfo","AdvancementInfo","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/advancementinfo"
"ae2","Applied Energistics 2","应用能源2 (Applied Energistics 2)","curated","1","prominence-2-fabric","https://modrinth.com/mod/ae2"
"ae2-emi-crafting","AE2 EMI Crafting Integration","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ae2-emi-crafting"
"ae2-mousetweaks-fix","AE2 + Mouse Tweaks Fix","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ae2-mousetweaks-fix"
"aeroblender","AeroBlender","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aeroblender"
"aether-emissivity","Aether Addon: Emissivity","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aether-emissivity"
"aether-enhanced-extinguishing","Aether Addon: Enhanced Extinguishing","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aether-enhanced-extinguishing"
"aether-lost-content","Aether: Lost Content Addon","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aether-lost-content"
"aether-protect-your-moa","Aether Addon: Protect Your Moa","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aether-protect-your-moa"
"aether-treasure-reforging","Aether Addon: Treasure Reforging","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aether-treasure-reforging"
"aether-villages","Aether Villages","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/aether-villages"
"ageing-spawners","Ageing Spawners","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/ageing-spawners"
"ai-improvements","AI Improvements: Performance Tuning","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/ai-improvements"
"alexs-mediumcore","Mediumcore","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/alexs-mediumcore"
"alloy-forgery","Alloy Forgery","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/alloy-forgery"
"allthetrims","All The Trims","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/allthetrims"
"allurement!","Allurement","","unreviewed","1","create_plus","https://modrinth.com/mod/allurement!"
"almostunified","Almost Unified","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/almostunified"
"ambientsounds","AmbientSounds","环境音效 (AmbientSounds)","extended","1","prominence-2-fabric","https://modrinth.com/mod/ambientsounds"
"amethyst-core","Amethyst Core","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/amethyst-core"
"amethyst-imbuement","Amethyst Imbuement","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/amethyst-imbuement"
"animatica","Animatica","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/animatica"
"animaticarefabricated","Animatica Refabricated","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/animaticarefabricated"
"animationoverhaul","Animation Overhaul","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/animationoverhaul"
"antighost","AntiGhost","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/antighost"
"applications","MomentariyModder' Applications","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/applications"
"applied-botanics","Applied Botanics","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/applied-botanics"
"applied-energistics-2-wireless-terminals","Applied Energistics 2 Wireless Terminals","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/applied-energistics-2-wireless-terminals"
"aquamirae","Aquamirae","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/aquamirae"
"aquatic-frontiers","Aquatic Frontiers","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/aquatic-frontiers"
"aquatic-torches","Aquatic Torches","","unreviewed","1","create_plus","https://modrinth.com/mod/aquatic-torches"
"archers","Archers (RPG Series)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/archers"
"archers-expansion","Archers Expansion (RPG Series Plus)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/archers-expansion"
"archon-renewed","Archon Renewed","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/archon-renewed"
"armor-chroma-for-fabric","Armor Chroma for Fabric","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/armor-chroma-for-fabric"
"ascended-quark","Ascended Quark","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/ascended-quark"
"async-locator","Async Locator","","unreviewed","1","create_plus","https://modrinth.com/mod/async-locator"
"attributes","Pufferfish's Attributes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/attributes"
"autoreglib","AutoRegLib","","unreviewed","1","create_plus","https://modrinth.com/mod/autoreglib"
"autoslabs","AutoSlabs","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/autoslabs"
"autotag","AutoTag","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/autotag"
"auudio","Auudio","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/auudio"
"axes-are-weapons","Axes Are Weapons","","unreviewed","1","create_plus","https://modrinth.com/mod/axes-are-weapons"
"axiom","Axiom","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/axiom"
"azurelib-armor","AzureLib Armor","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/azurelib-armor"
"baguettelib","BaguetteLib","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/baguettelib"
"bard-more-rpg-classes","Bard (RPG Series Plus)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/bard-more-rpg-classes"
"barista","Barista - Window Title Editor","","unreviewed","1","create_plus","https://modrinth.com/mod/barista"
"beautify-refabricated","Beautify: Refabricated","","unreviewed","1","cobbleverse","https://modrinth.com/mod/beautify-refabricated"
"bed-benefits","Bed Benefits","","unreviewed","1","create_plus","https://modrinth.com/mod/bed-benefits"
"bedrockify","BedrockIfy","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/bedrockify"
"bedspreads","Bedspreads","","unreviewed","1","create_plus","https://modrinth.com/mod/bedspreads"
"berry-good","Berry Good","","unreviewed","1","create_plus","https://modrinth.com/mod/berry-good"
"better-combat","Better Combat","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/better-combat"
